"player_id","version","name","full_name","description","image","height_cm","weight_kg","dob","positions","overall_rating","potential","value","wage","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause","specialities","club_id","club_name","club_league_id","club_league_name","club_logo","club_rating","club_position","club_kit_number","club_joined","club_contract_valid_until","country_id","country_name","country_league_id","country_league_name","country_flag","country_rating","country_position","country_kit_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","fk_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","defensive_awareness","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","play_styles"
"192985","2025-06-03","Kevin De Bruyne -"," Kevin De Bruyne","Kevin De Bruyne (born 28 June 1991) is a Belgian footballer who plays as a center midfield for British club Manchester City. In the game FC 25, his overall rating is 89.","https://cdn.sofifa.net/players/192/985/25_120.png","181","75","1991-06-28","CM,CAM","89","89","€63.5M","€270K","Right","5 ","4 ","5 ","","Unique","Yes","€117.5M","Playmaker,Distance shooter,Crosser,Complete midfielder","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","CAM","17","2015-08-30","2025","","","","","","","","","","","","","","","","","","","","","","","Attackd","","","","","","","","","","","","","","","","","","","",""
"192119","2025-06-03","Thibaut Nicolas Marc Courtois -"," Thibaut Nicolas Marc Courtois","Thibaut Courtois (Thibaut Nicolas Marc Courtois, born 11 May 1992) is a Belgian footballer who plays as a goalkeeper for Spanish club Real Madrid. In the game FC 25, his overall rating is 89.","https://cdn.sofifa.net/players/192/119/25_120.png","200","96","1992-05-11","GK","89","89","€51M","€220K","Left","3 ","1 ","5 ","","Unique","Yes","€104.6M","","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","GK","1","2018-08-09","2026","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"188545","2025-06-03","Robert Lewandowski -"," Robert Lewandowski","Robert Lewandowski (born 21 August 1988) is a Polish footballer who plays as a striker for Spanish club FC Barcelona, and the Poland national team. In the game FC 25, his overall rating is 89.","https://cdn.sofifa.net/players/188/545/25_120.png","185","81","1988-08-21","ST","89","89","€44M","€210K","Right","4 ","4 ","5 ","","Unique","Yes","€90.2M","Clinical finisher","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","ST","9","2022-07-18","2026","1353","Poland","78","Friendly International","https://cdn.sofifa.net/meta/team/18699/30.png","77","ST","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256790","2025-06-03","Jamal Musiala -"," Jamal Musiala","Jamal Musiala (born 26 February 2003) is a German footballer who plays as a central attacking midfielder for German club FC Bayern München, and the Germany national team. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/256/790/25_120.png","184","72","2003-02-26","CAM,LM,CM","88","92","€133.5M","€95K","Right","4 ","5 ","4 ","","Lean (170-185)","Yes","€230.3M","Dribbler,Acrobat,Clinical finisher,Complete forward","21","FC Bayern München","19","Bundesliga","https://cdn.sofifa.net/meta/team/503/30.png","84","CAM","42","2020-06-03","2030","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","84","RAM","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246669","2025-06-03","Bukayo Saka -"," Bukayo Saka","Bukayo Saka (born 5 September 2001) is a British footballer who plays as a right winger for British club Arsenal, and the England national team. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/246/669/25_120.png","178","65","2001-09-05","RW,RM","88","90","€121M","€210K","Left","4 ","3 ","4 ","","Lean (170-185)","Yes","€232.9M","Dribbler,Crosser","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","RW","7","2018-09-14","2027","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","84","RES","25","","","","","","","","","","","","","","","AttackdRoaming","","","","","","","","","","","","","","","","","","","",""
"239053","2025-06-03","Federico Santiago Valverde Dipetta -"," Federico Santiago Valverde Dipetta","Federico Valverde (Federico Santiago Valverde Dipetta, born 22 July 1998) is a Uruguayan footballer who plays as a center midfield for Spanish club Real Madrid. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/239/053/25_120.png","182","74","1998-07-22","CM,CDM,RB","88","91","€120M","€300K","Right","4 ","3 ","4 ","","Unique","Yes","€255M","Playmaker,Distance shooter,Complete midfielder","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","LCM","8","2016-07-22","2029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"233419","2025-06-03","Raphinha -"," Raphael Dias Belloli","Raphinha (born 14 December 1996) is a Brazilian footballer who plays as a left midfield for Spanish club FC Barcelona. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/233/419/25_120.png","176","68","1996-12-14","LM,RW","88","88","€97.5M","€220K","Left","4 ","4 ","4 ","","Lean (170-185)","Yes","€199.9M","Speedster,Dribbler,Crosser,Acrobat,Clinical finisher,Complete forward","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","LM","11","2022-07-13","2028","","","","","","","","","","","","","","","","","","","","","","","dAttack","","","","","","","","","","","","","","","","","","","",""
"231478","2025-06-03","Lautaro Javier Martínez -"," Lautaro Javier Martínez","Lautaro Martínez (Lautaro Javier Martínez, born 22 August 1997) is an Argentine footballer who plays as a striker for Italian club Inter, and the Argentina national team. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/231/478/25_120.png","174","72","1997-08-22","ST","88","88","€101.5M","€185K","Right","4 ","4 ","4 ","","Unique","Yes","€167.5M","Acrobat,Clinical finisher","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","84","LS","10","2018-07-04","2029","1369","Argentina","78","Friendly International","https://cdn.sofifa.net/meta/team/18644/30.png","83","ST","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212622","2025-06-03","Joshua Walter Kimmich -"," Joshua Walter Kimmich","Joshua Kimmich (Joshua Walter Kimmich, born 8 February 1995) is a German footballer who plays as a central defensive midfielder for German club FC Bayern München, and the Germany national team. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/212/622/25_120.png","177","75","1995-02-08","CDM,RB","88","88","€78M","€125K","Right","4 ","3 ","4 ","","Normal (170-185)","Yes","€128.7M","Crosser","21","FC Bayern München","19","Bundesliga","https://cdn.sofifa.net/meta/team/503/30.png","84","RDM","6","2015-07-01","2029","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","84","RM","6","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"205452","2025-06-03","Antonio Rüdiger -"," Antonio Rüdiger","Antonio Rüdiger (born 3 March 1993) is a German footballer who plays as a center back for Spanish club Real Madrid, and the Germany national team. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/205/452/25_120.png","190","85","1993-03-03","CB","88","88","€62.5M","€310K","Right","3 ","2 ","4 ","","Lean (185+)","Yes","€128.1M","Tackling,Strength","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","LCB","22","2022-07-01","2026","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","84","RCB","2","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"200389","2025-06-03","Jan Oblak -"," Jan Oblak","Jan Oblak (born 7 January 1993) is a Slovenian footballer who plays as a goalkeeper for Spanish club Atlético Madrid. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/200/389/25_120.png","188","87","1993-01-07","GK","88","88","€48.5M","€87K","Right","3 ","1 ","4 ","","Unique","Yes","€101.9M","","240","Atlético Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/7980/30.png","82","GK","13","2014-07-16","2028","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"192448","2025-06-03","Marc-André ter Stegen -"," Marc-André ter Stegen","Marc-André ter Stegen (born 30 April 1992) is a German footballer who plays as a goalkeeper for Spanish club FC Barcelona. In the game FC 25, his overall rating is 88.","https://cdn.sofifa.net/players/192/448/25_120.png","187","85","1992-04-30","GK","88","88","€45M","€145K","Right","4 ","1 ","4 ","","Unique","Yes","€92.3M","","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","RES","1","2014-07-01","2028","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"257534","2025-06-03","Cole Jermaine Palmer -"," Cole Jermaine Palmer","Cole Palmer (Cole Jermaine Palmer, born 6 May 2002) is a British footballer who plays as a central attacking midfielder for British club Chelsea, and the England national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/257/534/25_120.png","185","76","2002-05-06","CAM,RM","87","90","€111M","€185K","Left","3 ","4 ","4 ","","Lean (185+)","Yes","€219.2M","Dribbler,Playmaker,Complete midfielder","5","Chelsea","13","Premier League","https://cdn.sofifa.net/meta/team/18/30.png","80","CAM","20","2023-09-01","2033","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","84","RES","24","","","","","","","","","","","","","","","Build-UpdRoaming","","","","","","","","","","","","","","","","","","","",""
"251854","2025-06-03","Pedri -"," Pedro González López","Pedri (born 25 November 2002) is a Spanish footballer who plays as a center midfield for Spanish club FC Barcelona, and the Spain national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/251/854/25_120.png","174","60","2002-11-25","CM,CDM","87","90","€110M","€150K","Right","4 ","4 ","4 ","","Lean (170-185)","Yes","€233.8M","Dribbler,Playmaker,Acrobat,Complete midfielder","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","LDM","8","2020-08-04","2030","1362","Spain","78","Friendly International","https://cdn.sofifa.net/meta/team/18710/30.png","84","RCM","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243715","2025-06-03","William Alain André Gabriel Saliba -"," William Alain André Gabriel Saliba","William Saliba (William Alain André Gabriel Saliba, born 24 March 2001) is a French footballer who plays as a center back for British club Arsenal, and the France national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/243/715/25_120.png","193","85","2001-03-24","CB","87","89","€92M","€170K","Right","3 ","2 ","4 ","","Normal (185+)","Yes","€177.1M","Tackling,Tactician,Strength,Complete defender","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","RCB","2","2019-07-25","2027","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","85","LCB","17","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"237383","2025-06-03","Alessandro Bastoni -"," Alessandro Bastoni","Alessandro Bastoni (born 13 April 1999) is an Italian footballer who plays as a center back for Italian club Inter, and the Italy national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/237/383/25_120.png","190","75","1999-04-13","CB","87","89","€88.5M","€140K","Left","2 ","2 ","4 ","","Normal (185+)","Yes","€152.7M","Tackling,Tactician","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","84","LCB","95","2017-08-30","2028","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","LCB","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234378","2025-06-03","Declan Rice -"," Declan Rice","Declan Rice (born 14 January 1999) is a British footballer who plays as a central defensive midfielder for British club Arsenal, and the England national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/234/378/25_120.png","185","80","1999-01-14","CDM,CM","87","88","€85M","€190K","Right","3 ","3 ","4 ","","Normal (185+)","Yes","€163.6M","Crosser,Tackling,Tactician","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","LCM","41","2023-07-15","2028","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","84","LDM","4","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"232580","2025-06-03","Gabriel -"," Gabriel dos Santos Magalhães","Gabriel (Gabriel dos Santos Magalhães, born 19 December 1997) is a Brazilian footballer who plays as a center back for British club Arsenal. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/232/580/25_120.png","190","87","1997-12-19","CB","87","88","€82.5M","€195K","Left","2 ","2 ","4 ","","Normal (185+)","Yes","€158.8M","Aerial threat,Tackling,Tactician,Strength,Complete defender","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","SUB","6","2020-09-01","2027","","","","","","","","","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"232293","2025-06-03","Victor James Osimhen -"," Victor James Osimhen","Victor Osimhen (Victor James Osimhen, born 29 December 1998) is a Nigerian footballer who plays as a striker for Turkish club Galatasaray SK, on loan from Napoli. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/232/293/25_120.png","186","77","1998-12-29","ST","87","89","€101.5M","€195K","Right","4 ","3 ","4 ","","Normal (185+)","Yes","","Speedster","325","Galatasaray SK","68","Süper Lig","https://cdn.sofifa.net/meta/team/34/30.png","79","ST","45","NaN-NaN-NaN","Jun 30, 2025","","","","","","","","","","","","","","","","","","","","","","","AttackdWide","","","","","","","","","","","","","","","","","","","",""
"231443","2025-06-03","Masour Ousmane Dembélé -"," Masour Ousmane Dembélé","Ousmane Dembélé (Masour Ousmane Dembélé, born 15 May 1997) is a French footballer who plays as a right winger for French club Paris Saint-Germain, and the France national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/231/443/25_120.png","178","67","1997-05-15","RW,ST","87","87","€85M","€155K","Left","5 ","5 ","4 ","","Unique","Yes","€157.3M","Speedster,Dribbler,Acrobat","73","Paris Saint-Germain","16","Ligue 1","https://cdn.sofifa.net/meta/team/591/30.png","83","ST","10","2023-08-12","2028","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","85","RW","7","","","","","","","","","","","","","","","AttackdRoaming","","","","","","","","","","","","","","","","","","","",""
"230621","2025-06-03","Gianluigi Donnarumma -"," Gianluigi Donnarumma","Gianluigi Donnarumma (born 25 February 1999) is an Italian footballer who plays as a goalkeeper for French club Paris Saint-Germain, and the Italy national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/230/621/25_120.png","196","90","1999-02-25","GK","87","89","€76M","€83K","Right","3 ","1 ","4 ","","Unique","Yes","€146.3M","","73","Paris Saint-Germain","16","Ligue 1","https://cdn.sofifa.net/meta/team/591/30.png","83","GK","1","2021-07-15","2026","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","GK","1","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"224232","2025-06-03","Nicolò Barella -"," Nicolò Barella","Nicolò Barella (born 7 February 1997) is an Italian footballer who plays as a center midfield for Italian club Inter, and the Italy national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/224/232/25_120.png","175","68","1997-02-07","CM,CDM","87","87","€84.5M","€155K","Right","4 ","3 ","4 ","","Normal (170-)","Yes","€139.4M","Acrobat","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","84","RCM","23","2020-09-01","2029","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","RCM","18","","","","","","","","","","","","","","","Attackd","","","","","","","","","","","","","","","","","","","",""
"222665","2025-06-03","Martin Ødegaard -"," Martin Ødegaard","Martin Ødegaard (born 17 December 1998) is a Norwegian footballer who plays as a center midfield for British club Arsenal, and the Norway national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/222/665/25_120.png","178","68","1998-12-17","CM","87","89","€99.5M","€195K","Left","2 ","5 ","4 ","","Lean (170-185)","Yes","€191.5M","Dribbler,Playmaker,Crosser,Complete midfielder","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","RCM","8","2021-08-20","2028","1352","Norway","78","Friendly International","https://cdn.sofifa.net/meta/team/18578/30.png","77","RCM","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215698","2025-06-03","Mike Peterson Maignan -"," Mike Peterson Maignan","Mike Maignan (Mike Peterson Maignan, born 3 July 1995) is a French footballer who plays as a goalkeeper for Italian club AC Milan, and the France national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/215/698/25_120.png","191","89","1995-07-03","GK","87","89","€68M","€145K","Right","4 ","1 ","4 ","","Normal (185+)","Yes","€120.7M","","47","AC Milan","31","Serie A","https://cdn.sofifa.net/meta/team/113/30.png","81","GK","16","2021-07-01","2026","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","85","GK","16","","","","","","","","","","","","","","","d","","","","","","","","","","","","","","","","","","","",""
"213331","2025-06-03","Jonathan Glao Tah -"," Jonathan Glao Tah","Jonathan Tah (Jonathan Glao Tah, born 11 February 1996) is a German footballer who plays as a center back for German club Bayer 04 Leverkusen, and the Germany national team. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/213/331/25_120.png","195","94","1996-02-11","CB","87","87","€68.5M","€140K","Right","3 ","2 ","4 ","","Stocky (185+)","Yes","€113M","Aerial threat,Strength","32","Bayer 04 Leverkusen","19","Bundesliga","https://cdn.sofifa.net/meta/team/3321/30.png","83","CB","4","2015-07-16","2025","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","84","CB","4","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
"207865","2025-06-03","Marquinhos -"," Marcos Aoás Corrêa","Marquinhos (born 14 May 1994) is a Brazilian footballer who plays as a center back for French club Paris Saint-Germain. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/207/865/25_120.png","183","75","1994-05-14","CB","87","87","€65.5M","€145K","Right","3 ","3 ","4 ","","Normal (170-185)","Yes","€121.2M","Tackling,Tactician","73","Paris Saint-Germain","16","Ligue 1","https://cdn.sofifa.net/meta/team/591/30.png","83","RCB","5","2013-07-19","2028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194765","2025-06-03","Antoine Griezmann -"," Antoine Griezmann","Antoine Griezmann (born 21 March 1991) is a French footballer who plays as a striker for Spanish club Atlético Madrid. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/194/765/25_120.png","176","67","1991-03-21","ST,LM","87","87","€51M","€135K","Left","3 ","4 ","4 ","","Unique","Yes","€107.1M","Dribbler,Acrobat,Clinical finisher,Complete forward","240","Atlético Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/7980/30.png","82","RS","7","2022-10-10","2026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177683","2025-06-03","Yann Sommer -"," Yann Sommer","Yann Sommer (born 17 December 1988) is a Swiss footballer who plays as a goalkeeper for Italian club Inter. In the game FC 25, his overall rating is 87.","https://cdn.sofifa.net/players/177/683/25_120.png","183","77","1988-12-17","GK","87","87","€9M","€61K","Right","4 ","1 ","4 ","","Normal (170-185)","Yes","€14.9M","","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","84","GK","1","2023-08-07","2026","","","","","","","","","","","","","","","","","","","","","","","Defendd","","","","","","","","","","","","","","","","","","","",""
